"";"LocationID";"SessionID";"GroupID";"RecordID";"Language";"Lockdown";"start_time";"end_time";"latitude";"longitude";"Traffic";"Other";"Human";"Natural";"ISOPleasant";"ISOEventful";"pleasant";"chaotic";"vibrant";"uneventful";"calm";"annoying";"eventful";"monotonous";"Overall";"Appropriate";"loud";"sss04";"sss05";"who01";"who02";"who03";"who04";"who05";"WHO_Sum";"Age";"Gender";"occ00___Employed";"occ00___Unemployed";"occ00___Retired";"occ00___Student";"occ00___Other";"occ00___RatherNotSay";"occ00_other";"Occupation";"edu00";"eth00";"eth00_other";"misc00";"misc03";"misc03_other";"misc04";"misc01";"use00";"uni00";"res00___1";"res00___2";"res00___3";"res00___4";"res00___5";"res02";"paper";"RecordingLength";"Loudness_N5(soneGF)";"N10_N90(soneGF)";"Sharpness_S(acum)";"Rough_HM_R(asper)";"Rough_HM_Avg,arith(asper)";"FS_Avg,arith(vacil)";"I_HM_Avg,arith(iu)";"Ton_HM_Avg,arith(tuHMS)";"LZeq_L(dB(SPL))";"LAeq_L(A)(dB(SPL))";"LA10_LA90(dB(SPL))";"LCeq_LAeq(dB(SPL))";"LC10_LC90(dB(SPL))";"RA_2D_cp(cPa)";"PA(Zwicker)"
"1600";"TateModern";"TateModern1";"TM132";685;"English";0;"21.05.2019 14:33";"21.05.2019 14:40";51508476;-100162;2;3;3;2;"0,3107";"0,0607";5;3;3;3;4;2;5;4;4;3;3;3;3;4;4;4;4;4;80;23;"RatherNotSay";1;0;0;1;0;0;NA;"Employed_Student";7;3;NA;NA;3;NA;2;NA;1;2;1;0;0;0;0;"POOR ENGLISH";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1601";"TateModern";"TateModern1";"TM133";686;"English";0;"21.05.2019 14:45";"21.05.2019 14:45";51508476;-100162;2;1;4;4;"0,2071";"0,1036";4;3;3;3;3;2;4;3;4;4;1;4;5;4;3;4;3;2;64;23;"Female";1;0;0;0;0;0;NA;"Employed";5;3;NA;NA;2;NA;1;NA;1;1;1;0;0;0;0;NA;1;3262;157;"4,11";179;"0,0287";"0,0287";"0,0174";"0,465";"0,243";7948;5915;"6,36";"13,04";"8,67";146;1605308185
"1602";"TateModern";"TateModern2";"TM201";687;"English";0;"22.05.2019 12:00";"22.05.2019 12:04";51508476;-100162;3;1;4;3;"0,6768";"0,1768";5;1;4;2;3;2;3;1;4;4;3;5;3;4;4;3;2;4;68;65;"Male";0;0;0;0;1;0;NA;"Other";5;1;NA;NA;3;"Worker";3;NA;3;1;1;1;0;0;0;NA;NA;3495;222;"7";194;"0,0289";"0,0289";"0,0238";"0,411";"0,42";6971;6396;"7,92";"3,6";"3,93";125;2383392338
"1603";"TateModern";"TateModern2";"TM202";729;"English";0;"22.05.2019 12:00";"22.05.2019 12:06";51508476;-100162;3;4;4;3;"0,2803";"0,3232";4;3;3;2;2;2;3;1;3;4;4;2;4;3;3;2;2;4;56;50;"Female";0;0;0;1;0;0;NA;"Student";7;1;NA;NA;3;"artist";3;"it changes, so different in 3 min survey";1;1;1;1;0;0;0;NA;1;3276;177;"2,8";175;"0,0373";"0,0373";"0,0117";"0,43";"0,246";7608;6276;"2,82";"9,79";"2,99";14;1803080209
"1604";"TateModern";"TateModern2";"TM203";688;"English";0;"22.05.2019 12:06";"22.05.2019 12:09";51508476;-100162;3;1;4;2;"0,5607";"0,6036";5;2;4;1;1;1;4;1;4;4;3;3;3;4;3;3;4;4;72;52;"Female";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;3;"On business";3;NA;3;1;1;1;0;0;0;NA;NA;3309;204;"6,4";175;"0,0333";"0,0333";"0,0393";"0,464";"0,334";7294;6528;"8,63";"5,92";"4,02";145;2087522886
"1605";"TateModern";"TateModern2";"TM204";728;"English";0;"22.05.2019 12:10";"22.05.2019 18:22";51508476;-100162;3;1;2;1;"0,8536";"0,0607";5;1;5;1;5;1;3;3;5;5;3;2;3;3;3;2;2;2;48;68;"Male";0;0;1;0;0;0;NA;"Retired";3;1;NA;NA;1;NA;3;NA;1;1;1;1;0;0;0;NA;1;3604;239;"5,2";174;"0,0388";"0,0388";"0,0208";"0,45";"0,326";83;6644;"5,33";"11,17";"4,65";162;2436257517
"1606";"TateModern";"TateModern2";"TM205";690;"English";0;"22.05.2019 12:11";"22.05.2019 12:15";51508476;-100162;4;1;4;2;"0,4571";"0,5";5;4;5;2;3;2;4;2;4;4;4;4;4;4;2;3;2;4;60;28;"Female";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;1;NA;3;"Active and filled with life";4;2;1;1;0;0;0;NA;NA;3279;261;"6,4";198;"0,034";"0,034";"0,0387";"0,429";"0,426";834;6728;"7";"10,93";"4,97";175;2850212076
"1607";"TateModern";"TateModern2";"TM205";689;"English";0;"22.05.2019 12:11";"22.05.2019 12:14";51508476;-100162;4;1;4;2;"0,0303";"0,8232";4;5;5;1;1;3;4;2;4;1;3;4;4;4;2;2;0;4;48;31;"Male";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;1;NA;3;NA;4;2;1;1;0;0;0;NA;NA;3279;261;"6,4";198;"0,034";"0,034";"0,0387";"0,429";"0,426";834;6728;"7";"10,93";"4,97";175;2850212076
"1608";"TateModern";"TateModern2";"TM206";691;"English";0;"22.05.2019 12:18";"22.05.2019 12:21";51508476;-100162;3;4;2;2;"-0,4268";"0,6339";2;4;3;1;1;4;5;3;2;3;4;1;3;4;2;5;2;4;68;18;"Female";0;0;0;1;0;0;NA;"Student";2;1;NA;NA;2;NA;1;NA;3;3;1;1;0;0;0;NA;NA;3283;195;"3,9";171;"0,0351";"0,0351";"0,0125";"0,351";"0,253";7386;6353;"4,54";"8,34";"3,25";128;1983763827
"1609";"TateModern";"TateModern2";"TM206";721;"English";0;"22.05.2019 12:18";"22.05.2019 12:21";51508476;-100162;4;2;4;1;"-0,1768";"0,2197";3;3;3;3;1;4;3;2;3;2;4;1;3;4;3;2;1;5;60;49;"Female";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;2;NA;1;NA;3;3;1;1;0;0;0;NA;1;3283;195;"3,9";171;"0,0351";"0,0351";"0,0125";"0,351";"0,253";7386;6353;"4,54";"8,34";"3,25";128;1983763827
"1610";"TateModern";"TateModern2";"TM206";692;"English";0;"22.05.2019 12:18";"22.05.2019 12:22";51508476;-100162;3;2;2;2;"0,1036";"-0,3964";3;2;3;2;4;2;1;5;4;2;2;1;4;5;4;5;4;5;92;51;"Male";1;0;0;0;0;0;NA;"Employed";2;1;NA;NA;2;NA;1;NA;3;3;1;1;0;0;0;NA;NA;3283;195;"3,9";171;"0,0351";"0,0351";"0,0125";"0,351";"0,253";7386;6353;"4,54";"8,34";"3,25";128;1983763827
"1611";"TateModern";"TateModern2";"TM207";726;"English";0;"22.05.2019 12:20";"22.05.2019 12:24";51508476;-100162;3;3;4;1;"-0,2071";"0,75";2;4;4;1;1;4;4;1;3;3;3;3;3;4;4;4;3;4;76;61;"Male";1;0;0;0;0;0;NA;"Employed";6;1;NA;NA;3;"do business in london";3;NA;1;1;1;1;0;0;0;NA;1;3262;278;"12,4";173;"0,0407";"0,0407";"0,0171";"0,4";"0,401";7544;6797;"10,79";"6,6";"9,02";128;2830103994
"1612";"TateModern";"TateModern2";"TM208";727;"English";0;"22.05.2019 12:20";"22.05.2019 12:24";51508476;-100162;5;4;5;4;"0,0732";"0,7803";3;4;4;1;2;3;5;1;3;4;3;4;4;4;3;3;2;5;68;18;"Female";0;0;0;1;0;0;NA;"Student";2;1;NA;NA;1;NA;3;NA;1;1;1;1;0;0;0;NA;1;3397;195;"4,5";169;"0,0333";"0,0333";"0,0176";"0,362";"0,348";7604;6308;"4,79";"9,71";"4,45";131;1985007622
"1613";"TateModern";"TateModern2";"TM209";693;"English";0;"22.05.2019 12:28";"22.05.2019 12:31";51508476;-100162;3;1;5;1;"0,5303";"0,5303";4;4;5;1;4;1;4;2;4;4;3;3;3;5;4;4;3;3;76;36;"Female";0;0;0;0;1;0;"Maternity,leave";"Other";7;1;NA;NA;1;NA;3;NA;4;2;1;1;0;0;0;NA;NA;4096;195;"4";194;"0,0299";"0,0299";"0,0186";"0,391";"0,369";7294;6353;"4,55";"6,4";"2,77";131;2090057114
"1614";"TateModern";"TateModern2";"TM209";694;"English";0;"22.05.2019 12:29";"22.05.2019 12:31";51508476;-100162;1;1;4;3;"0,7071";"0,5";5;3;5;2;3;1;4;1;4;4;3;3;3;4;2;3;2;4;60;35;"Male";1;0;0;0;0;0;NA;"Employed";7;1;NA;NA;1;NA;3;NA;4;2;1;1;0;0;0;NA;NA;4096;195;"4";194;"0,0299";"0,0299";"0,0186";"0,391";"0,369";7294;6353;"4,55";"6,4";"2,77";131;2090057114
"1615";"TateModern";"TateModern2";"TM210";725;"English";0;"22.05.2019 12:30";"22.05.2019 12:35";51508476;-100162;2;2;4;4;"0,4571";"0";5;3;4;3;4;2;3;3;4;5;3;5;5;4;3;3;3;4;68;31;"Female";1;0;0;0;0;0;NA;"Employed";7;1;NA;NA;1;NA;3;NA;2;1;1;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1616";"TateModern";"TateModern2";"TM211";724;"English";0;"22.05.2019 12:39";"22.05.2019 14:46";51508476;-100162;3;1;4;2;"0,6339";"0,6768";5;4;5;1;3;1;4;1;4;4;4;4;4;4;4;3;3;4;72;57;"Female";1;0;0;0;0;0;NA;"Employed";2;1;NA;NA;1;NA;2;NA;1;2;1;1;0;0;0;NA;1;3269;169;"2,8";171;"0,0335";"0,0335";"0,0119";"0,399";"0,257";7673;6201;"3,4";"10,14";"4,99";142;1719558993
"1617";"TateModern";"TateModern2";"TM212";695;"English";0;"22.05.2019 12:36";"22.05.2019 12:43";51508476;-100162;4;3;4;2;"-0,1036";"0,4393";3;4;4;3;1;4;3;1;3;4;4;2;2;4;2;4;2;3;60;35;"Female";1;0;0;0;0;0;NA;"Employed";5;3;NA;NA;2;NA;1;"Too much works in progress in london !";4;1;1;1;0;0;0;NA;NA;3423;248;"7,1";209;"0,0354";"0,0354";"0,033";"0,405";"0,501";7394;6798;"6,9";"4,58";"5,58";143;2809027547
"1618";"TateModern";"TateModern2";"TM213";696;"English";0;"22.05.2019 12:47";"22.05.2019 12:52";51508476;-100162;1;3;4;1;"-0,25";"0,6036";3;4;3;1;1;4;4;2;3;3;4;5;4;2;2;3;2;2;44;41;"Male";1;0;0;0;0;0;NA;"Employed";6;1;NA;NA;1;NA;3;NA;1;1;1;1;0;0;0;NA;NA;3132;216;"3,6";172;"0,0368";"0,0368";"0,016";"0,391";"0,279";7576;659;"3,96";"8,55";"2,62";131;2199234555
"1619";"TateModern";"TateModern2";"TM214";722;"English";0;"22.05.2019 12:50";"22.05.2019 17:48";51508476;-100162;3;2;4;4;"0,9268";"0,1768";5;2;5;2;5;1;3;1;5;5;3;1;5;5;5;1;4;5;80;38;"Female";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;2;NA;1;"peaceful and inviting";4;1;1;1;0;0;0;NA;1;3188;211;"4,5";177;"0,0341";"0,0341";"0,0167";"0,385";"0,344";7792;6545;"6,11";"8,75";"4,41";144;2150089679
"1620";"TateModern";"TateModern2";"TM215";719;"English";0;"22.05.2019 12:55";"22.05.2019 13:00";51508476;-100162;4;3;2;2;"-0,1768";"0,5303";3;4;4;1;2;4;4;3;3;3;4;4;4;4;3;3;3;2;60;39;"Male";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;1;NA;3;NA;1;3;1;1;0;0;0;NA;1;3221;377;"16,3";241;"0,0373";"0,0373";"0,0627";"0,5";"0,856";797;7541;"12,53";"1,65";"7,35";173;4818108644
"1621";"TateModern";"TateModern2";"TM215";720;"English";0;"22.05.2019 12:55";"22.05.2019 13:00";51508476;-100162;3;1;4;3;"0,3107";"1";4;5;5;1;1;1;5;1;3;5;3;4;4;4;4;4;3;4;76;38;"Male";1;0;0;0;0;0;NA;"Employed";3;1;NA;NA;3;"worker";3;NA;1;3;1;1;0;0;0;NA;1;3221;377;"16,3";241;"0,0373";"0,0373";"0,0627";"0,5";"0,856";797;7541;"12,53";"1,65";"7,35";173;4818108644
"1622";"TateModern";"TateModern2";"TM216";697;"English";0;"22.05.2019 13:01";"22.05.2019 13:04";51508476;-100162;3;2;4;3;"0,3839";"0,1768";4;3;4;3;3;1;4;3;4;4;3;3;4;3;3;3;3;3;60;23;"Male";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;3;"Greater london";3;NA;1;3;1;1;0;0;0;NA;NA;3355;156;"3,1";164;"0,0313";"0,0313";"0,0166";"0,455";"0,214";7166;5972;"4,08";"10,18";"3,22";129;1588807581
"1623";"TateModern";"TateModern2";"TM216";735;"English";0;"22.05.2019 13:01";"22.05.2019 13:04";51508476;-100162;4;4;2;2;"0,3107";"0,6464";5;5;5;2;2;2;4;2;4;3;4;2;4;3;2;2;1;3;44;23;"Male";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;1;NA;3;NA;1;3;1;1;0;0;0;NA;1;3355;156;"3,1";164;"0,0313";"0,0313";"0,0166";"0,455";"0,214";7166;5972;"4,08";"10,18";"3,22";129;1588807581
"1624";"TateModern";"TateModern2";"TM217";718;"English";0;"22.05.2019 13:06";"22.05.2019 13:11";51508476;-100162;3;2;2;4;"0,6339";"0,0303";5;2;2;2;4;1;3;1;4;3;1;2;4;4;4;2;4;4;72;73;"Female";0;0;1;0;0;0;NA;"Retired";5;1;NA;NA;2;NA;1;NA;1;1;1;1;0;0;0;NA;1;3248;178;"3,1";16;"0,0351";"0,0351";"0,0152";"0,367";"0,3";7623;6274;"3,67";"10,07";"3,07";132;1813290348
"1625";"TateModern";"TateModern2";"TM217";717;"English";0;"22.05.2019 13:06";"22.05.2019 13:11";51508476;-100162;4;4;4;3;"0,1768";"-0,0732";3;2;2;2;3;2;2;2;3;3;3;4;3;3;3;2;2;3;52;28;"Female";1;0;0;0;0;0;NA;"Employed";5;3;NA;NA;1;NA;3;NA;2;1;1;1;0;0;0;NA;1;3248;178;"3,1";16;"0,0351";"0,0351";"0,0152";"0,367";"0,3";7623;6274;"3,67";"10,07";"3,07";132;1813290348
"1626";"TateModern";"TateModern2";"TM218";699;"English";0;"22.05.2019 13:10";"22.05.2019 13:20";51508476;-100162;4;4;5;2;"0,2197";"0,7803";3;4;5;1;3;3;5;1;3;3;4;3;3;4;3;4;3;4;72;28;"Female";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;1;NA;2;NA;1;1;1;1;0;0;0;NA;0;3265;182;"3,6";171;"0,0323";"0,0323";"0,0155";"0,389";"0,287";7266;6247;"4,39";"8,11";"2,98";131;1851798005
"1627";"TateModern";"TateModern2";"TM219";700;"English";0;"22.05.2019 13:26";"22.05.2019 13:28";51508476;-100162;3;1;5;4;"0,7803";"0,4874";5;1;4;1;3;1;5;1;5;5;3;4;4;1;1;1;2;2;28;22;"Female";0;0;0;1;0;0;NA;"Student";3;1;NA;NA;1;NA;2;NA;4;1;1;1;0;0;0;NA;NA;3114;156;"3,3";163;"0,0312";"0,0312";"0,0112";"0,439";"0,178";7128;598;"3,79";"9,63";"3,8";125;1586291734
"1628";"TateModern";"TateModern2";"TM220";716;"English";0;"22.05.2019 13:25";"22.05.2019 13:33";51508476;-100162;3;2;3;3;"0,2803";"-0,3232";4;3;2;4;5;2;3;3;1;3;4;4;4;2;5;5;4;5;84;32;"Male";1;0;0;0;0;0;NA;"Employed";5;3;NA;NA;1;NA;3;NA;1;1;1;1;0;0;0;NA;1;3518;228;"6,4";156;"0,0424";"0,0424";"0,0176";"0,501";"0,274";7478;6711;"6,75";"6,37";"4,9";143;232622037
"1629";"TateModern";"TateModern2";"TM221";701;"English";0;"22.05.2019 13:36";"22.05.2019 13:41";51508476;-100162;3;3;4;4;"0,0303";"0,3839";4;2;3;1;1;3;4;3;3;2;3;5;4;3;2;2;1;1;36;29;"Female";1;0;0;0;0;0;NA;"Employed";2;1;NA;NA;1;NA;2;NA;1;2;1;1;0;0;0;NA;NA;355;167;"3";174;"0,0355";"0,0355";"0,0153";"0,391";"0,168";8462;6134;"3,21";"14,1";"9,84";15;1702370829
"1630";"TateModern";"TateModern2";"TM221";734;"English";0;"22.05.2019 13:34";"22.05.2019 13:42";51508476;-100162;2;4;3;3;"0,0303";"0,7197";4;5;4;2;1;3;4;1;4;4;4;5;4;2;2;3;2;3;48;25;"Male";1;0;0;0;0;0;NA;"Employed";7;1;NA;NA;1;NA;2;NA;1;2;1;1;0;0;0;NA;1;355;167;"3";174;"0,0355";"0,0355";"0,0153";"0,391";"0,168";8462;6134;"3,21";"14,1";"9,84";15;1702370829
"1631";"TateModern";"TateModern2";"TM222";715;"English";0;"22.05.2019 13:40";"22.05.2019 13:50";51508476;-100162;4;4;3;2;"0,3536";"0,2071";4;2;3;2;3;2;4;2;4;3;3;2;3;4;3;2;3;4;64;56;"Male";1;0;0;0;0;0;NA;"Employed";7;3;NA;NA;1;NA;3;NA;1;1;1;1;0;0;0;NA;1;3671;163;"3,4";177;"0,0365";"0,0365";"0,0184";"0,414";"0,188";7272;6063;"4,7";"8,63";"3,45";128;1665957403
"1632";"TateModern";"TateModern2";"TM223";702;"English";0;"22.05.2019 13:45";"22.05.2019 13:49";51508476;-100162;2;2;3;2;"0,6036";"0,1036";4;2;3;2;4;1;3;1;5;3;2;1;4;4;4;3;4;4;76;63;"Female";0;0;1;0;0;0;NA;"Retired";2;1;NA;NA;1;NA;3;NA;4;2;1;1;0;0;0;NA;NA;3557;23;"7";18;"0,0392";"0,0392";"0,0239";"0,55";"0,235";8443;6569;"6,51";"10,98";"8,54";158;2364383881
"1633";"TateModern";"TateModern2";"TM223";733;"English";0;"22.05.2019 13:44";"22.05.2019 13:49";51508476;-100162;2;2;3;2;"-0,4268";"0,1768";2;4;3;2;2;4;3;4;3;4;3;2;3;5;4;3;4;4;80;62;"Male";0;0;1;0;0;0;NA;"Retired";2;1;NA;NA;2;NA;1;NA;4;2;1;1;0;0;0;NA;1;3557;23;"7";18;"0,0392";"0,0392";"0,0239";"0,55";"0,235";8443;6569;"6,51";"10,98";"8,54";158;2364383881
"1634";"TateModern";"TateModern2";"TM224";732;"English";0;"22.05.2019 18:44";"22.05.2019 13:58";51508476;-100162;2;2;5;4;"0,9268";"0,0303";5;1;4;3;5;1;4;1;4;4;3;3;3;4;4;4;4;4;80;23;"Female";0;0;0;0;1;0;NA;"Other";5;1;NA;NA;3;NA;3;NA;1;3;1;1;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1635";"TateModern";"TateModern2";"TM224";731;"English";0;"22.05.2019 13:52";"22.05.2019 13:58";51508476;-100162;2;3;5;4;"0,6768";"0,2197";5;3;5;3;4;2;3;1;5;3;3;4;5;5;5;4;4;4;88;26;"Female";1;0;0;0;0;0;NA;"Employed";2;1;NA;NA;1;NA;1;NA;1;3;1;1;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1636";"TateModern";"TateModern2";"TM224";704;"English";0;"22.05.2019 13:53";"22.05.2019 13:55";51508476;-100162;2;1;3;4;"0,7071";"-0,3107";5;3;3;4;5;1;1;1;4;4;2;2;3;5;5;5;5;5;100;27;"Female";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;1;NA;2;NA;1;3;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1637";"TateModern";"TateModern2";"TM224";703;"English";0;"22.05.2019 13:53";"22.05.2019 13:55";51508476;-100162;2;1;3;3;"0,4268";"-0,0732";4;2;4;3;4;2;3;3;4;2;2;2;3;5;5;4;4;3;84;27;"Female";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;3;"Australian";2;NA;1;3;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1638";"TateModern";"TateModern2";"TM225";714;"English";0;"22.05.2019 14:00";"22.05.2019 14:08";51508476;-100162;2;3;4;3;"0,5303";"0,3839";4;4;5;1;5;1;4;3;5;5;3;3;5;1;0;0;0;0;4;57;"Male";1;0;0;0;0;0;NA;"Employed";4;1;NA;NA;1;NA;3;"the road should be changed";1;1;1;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1639";"TateModern";"TateModern2";"TM226";705;"English";0;"22.05.2019 14:11";"22.05.2019 14:13";51508476;-100162;4;3;4;3;"0,4268";"0,0303";4;2;5;2;4;2;3;4;4;5;2;2;4;4;3;4;4;5;80;24;"Female";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;2;NA;1;NA;1;1;1;1;0;0;0;NA;NA;3239;199;"5,7";188;"0,0313";"0,0313";"0,0388";"0,493";"0,383";7398;6497;"8,11";"6,26";"4,51";151;2095509291
"1640";"TateModern";"TateModern2";"TM227";713;"English";0;"22.05.2019 14:22";"22.05.2019 14:27";51508476;-100162;2;1;3;3;"1";"-0,1036";5;1;5;2;5;1;1;1;4;5;3;3;3;4;4;4;4;4;80;75;"Female";0;0;1;0;0;0;NA;"Retired";4;1;NA;NA;2;NA;3;NA;1;2;1;1;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1641";"TateModern";"TateModern2";"TM227";712;"English";0;"22.05.2019 14:22";"22.05.2019 14:27";51508476;-100162;3;1;2;4;"0,4142";"-0,4393";5;2;2;4;5;1;4;5;4;5;3;3;NA;5;5;5;4;5;96;80;"Male";0;0;1;0;0;0;NA;"Retired";4;1;NA;NA;3;"sussex";3;NA;1;2;1;1;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1642";"TateModern";"TateModern2";"TM228";711;"English";0;"22.05.2019 14:38";"22.05.2019 14:42";51508476;-100162;2;3;3;3;"0,0732";"-0,0303";3;4;4;3;4;3;2;3;4;3;2;4;4;3;4;4;4;4;76;20;"Female";0;0;0;1;0;0;NA;"Student";5;3;NA;NA;3;"long stay student";2;NA;1;1;1;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1643";"TateModern";"TateModern2";"TM229";707;"English";0;"22.05.2019 14:40";"22.05.2019 14:44";51508476;-100162;2;1;4;2;"-0,2803";"0,2197";2;3;3;3;1;4;3;2;3;2;3;1;2;3;4;3;3;4;68;51;"Male";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;2;NA;1;NA;2;2;1;1;0;0;0;NA;0;329;173;"3,5";159;"0,0359";"0,0359";"0,0181";"0,395";"0,26";7239;6167;"3,95";"8,71";"2,97";128;1764703633
"1644";"TateModern";"TateModern2";"TM229";706;"English";0;"22.05.2019 14:40";"22.05.2019 14:45";51508476;-100162;2;1;3;2;"0,2071";"0,0429";3;2;4;3;1;1;2;3;3;3;3;1;2;4;4;4;4;4;80;57;"Male";0;0;0;0;1;0;"Privatier";"Other";3;1;NA;NA;2;NA;1;NA;1;2;1;1;0;0;0;NA;0;329;173;"3,5";159;"0,0359";"0,0359";"0,0181";"0,395";"0,26";7239;6167;"3,95";"8,71";"2,97";128;1764703633
"1645";"TateModern";"TateModern2";"TM230";730;"English";0;"22.05.2019 14:45";"22.05.2019 14:55";51508476;-100162;2;1;5;3;"0,6036";"0,1464";4;2;4;4;3;1;4;1;4;4;3;4;4;4;3;3;3;4;68;65;"Male";1;0;0;0;0;0;NA;"Employed";6;1;NA;NA;1;NA;3;"the openess dissipates sound. in winter the river is more audible more boats";1;3;1;1;0;0;0;NA;1;3283;186;"4,8";176;"0,0308";"0,0308";"0,0272";"0,463";"0,371";7105;6225;"5,65";"7,51";"3,59";137;1897591067
"1646";"TateModern";"TateModern2";"TM231";710;"English";0;"22.05.2019 14:51";"22.05.2019 15:51";51508476;-100162;2;4;4;4;"0,3536";"0,1464";4;4;3;3;4;2;3;1;4;2;3;5;5;2;2;2;2;1;36;34;"Female";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;1;NA;3;NA;1;1;1;1;0;0;0;NA;1;3179;149;"3";158;"0,0323";"0,0323";"0,00903";"0,404";"0,377";8319;588;"2,92";"18,11";"9,18";141;1515348076
"1647";"TateModern";"TateModern2";"TM232";708;"English";0;"22.05.2019 15:10";"22.05.2019 15:13";51508476;-100162;2;4;2;3;"0,4268";"-0,1768";4;2;3;3;4;2;2;2;3;2;3;3;4;4;3;2;1;4;56;34;"Female";1;0;0;0;0;0;NA;"Employed";7;1;NA;NA;1;NA;3;NA;4;2;0;1;0;0;0;NA;0;3216;168;"3,3";142;"0,0358";"0,0358";"0,0108";"0,486";"0,254";7287;62;"3,85";"9,04";"3,15";128;171056763
"1648";"TateModern";"TateModern2";"TM232";709;"English";0;"22.05.2019 15:10";"22.05.2019 15:13";51508476;-100162;2;2;4;4;"0,8536";"0,1036";5;1;4;2;4;1;3;1;4;4;3;1;4;5;5;5;5;5;100;28;"Male";1;0;0;0;0;0;NA;"Employed";7;1;NA;NA;2;NA;1;NA;4;2;1;1;0;0;0;NA;NA;3216;168;"3,3";142;"0,0358";"0,0358";"0,0108";"0,486";"0,254";7287;62;"3,85";"9,04";"3,15";128;171056763
"1649";"TateModern";"TateModern3";"TM301";784;"English";0;"24.05.2019 10:38";"24.05.2019 10:42";5150844375;-99865766;2;1;3;1;"0,4571";"0,0607";4;2;3;2;4;1;4;3;4;3;2;2;3;4;3;4;5;5;84;73;"Female";0;0;1;0;0;0;NA;"Retired";4;1;NA;NA;2;NA;1;NA;4;2;1;1;0;0;0;NA;1;332;136;"2,1";142;"0,0322";"0,0322";"0,00822";"0,42";"0,451";7367;5777;"1,54";"14,58";"6,05";124;1383596195
"1650";"TateModern";"TateModern3";"TM301";785;"English";0;"24.05.2019 10:38";"24.05.2019 10:46";5150844375;-99865766;2;1;3;1;"0,3839";"-0,3661";4;1;1;3;4;1;3;3;4;5;2;1;3;4;3;2;4;4;68;73;"Male";0;0;1;0;0;0;NA;"Retired";7;1;NA;NA;2;NA;1;NA;4;2;1;1;0;0;0;NA;1;332;136;"2,1";142;"0,0322";"0,0322";"0,00822";"0,42";"0,451";7367;5777;"1,54";"14,58";"6,05";124;1383596195
"1651";"TateModern";"TateModern3";"TM302";787;"English";0;"24.05.2019 12:35";"24.05.2019 12:39";5150844375;-99865766;2;2;4;2;"0,8232";"0,0732";4;1;5;3;4;1;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;NA;"RatherNotSay";NA;NA;NA;NA;NA;NA;NA;NA;4;1;1;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1652";"TateModern";"TateModern3";"TM303";738;"English";0;"24.05.2019 10:34";"24.05.2019 10:42";5150844375;-99865766;4;3;3;2;"0,1036";"0";4;3;3;3;3;3;3;3;3;1;3;1;3;4;4;2;3;4;68;56;"Female";1;0;0;0;0;0;NA;"Employed";3;1;NA;NA;2;NA;1;NA;4;2;1;1;0;0;0;NA;0;3093;14;"3,43";165;"0,0292";"0,0292";"0,0314";"0,483";"0,211";7128;586;"6,5";"8,07";"3,83";125;1431945607
